"starts","ends","scores","seqID","numID"
3301,4400,90.0735294117647,"CP116284.1",1
7701,9900,97.6577755931841,"CP116284.1",1
16501,17600,97.7941176470588,"CP116284.1",1
20901,22000,97.6102941176471,"CP116284.1",1
30801,31900,96.6911764705882,"CP116284.1",1
33001,34100,97.4264705882353,"CP116284.1",1
37401,38500,98.7132352941177,"CP116284.1",1
40701,45100,98.4162928071888,"CP116284.1",1
47301,48400,96.1397058823529,"CP116284.1",1
55001,56100,98.8970588235294,"CP116284.1",1
57201,58300,95.5882352941177,"CP116284.1",1
59401,60500,98.8970588235294,"CP116284.1",1
72601,74800,93.8911069202579,"CP116284.1",1
81401,83600,96.9228158521253,"CP116284.1",1
96801,97900,98.1617647058823,"CP116284.1",1
99001,100100,98.8970588235294,"CP116284.1",1
110001,111100,97.9779411764706,"CP116284.1",1
116601,117700,97.2426470588235,"CP116284.1",1
118801,119900,98.7132352941177,"CP116284.1",1
127601,128700,98.8970588235294,"CP116284.1",1
140801,141900,98.8970588235294,"CP116284.1",1
144101,145200,97.2426470588235,"CP116284.1",1
152901,154000,98.8970588235294,"CP116284.1",1
155101,156200,98.8970588235294,"CP116284.1",1
165001,167200,85.439069898082,"CP116284.1",1
174901,176000,97.4264705882353,"CP116284.1",1
184801,185900,98.8970588235294,"CP116284.1",1
190301,191400,98.7132352941177,"CP116284.1",1
205701,206800,98.3455882352941,"CP116284.1",1
213401,214500,97.7941176470588,"CP116284.1",1
223301,224400,98.1617647058823,"CP116284.1",1
244201,245300,98.3455882352941,"CP116284.1",1
254101,255200,98.5294117647059,"CP116284.1",1
266201,267300,98.1617647058823,"CP116284.1",1
273901,275000,98.5294117647059,"CP116284.1",1
280501,281600,98.5294117647059,"CP116284.1",1
287101,288200,95.2205882352941,"CP116284.1",1
290401,291500,98.1617647058823,"CP116284.1",1
304701,305800,97.2426470588235,"CP116284.1",1
319001,321200,96.9228158521253,"CP116284.1",1
330001,331100,97.7941176470588,"CP116284.1",1
336601,337700,98.5294117647059,"CP116284.1",1
343201,344300,98.7132352941177,"CP116284.1",1
347601,352000,80.6434951793857,"CP116284.1",1
353101,354200,92.6470588235294,"CP116284.1",1
359701,360800,96.5073529411765,"CP116284.1",1
361901,363000,97.7941176470588,"CP116284.1",1
367401,368500,97.6102941176471,"CP116284.1",1
396001,399300,87.263241534868,"CP116284.1",1
402601,403700,96.6911764705882,"CP116284.1",1
411401,412500,98.3455882352941,"CP116284.1",1
421301,422400,98.5294117647059,"CP116284.1",1
424601,425700,96.6911764705882,"CP116284.1",1
430101,431200,97.2426470588235,"CP116284.1",1
437801,438900,98.5294117647059,"CP116284.1",1
442201,445500,98.224729418897,"CP116284.1",1
446601,449900,96.8775074443236,"CP116284.1",1
457601,458700,98.3455882352941,"CP116284.1",1
463101,464200,98.8970588235294,"CP116284.1",1
469701,470800,98.5294117647059,"CP116284.1",1
475201,477400,96.4634660139636,"CP116284.1",1
485101,486200,98.5294117647059,"CP116284.1",1
493901,495000,81.0661764705882,"CP116284.1",1
498301,499400,98.3455882352941,"CP116284.1",1
555501,556600,98.5294117647059,"CP116284.1",1
559901,562100,98.4846053018752,"CP116284.1",1
565401,567600,97.8415155284488,"CP116284.1",1
569801,570900,98.1617647058823,"CP116284.1",1
574201,576400,98.5764752695075,"CP116284.1",1
577501,578600,97.4264705882353,"CP116284.1",1
583001,584100,97.6102941176471,"CP116284.1",1
585201,586300,90.4411764705882,"CP116284.1",1
587401,588500,98.8970588235294,"CP116284.1",1
598401,599500,98.5294117647059,"CP116284.1",1
603901,605000,98.8970588235294,"CP116284.1",1
606101,609400,77.0978393630868,"CP116284.1",1
614901,616000,97.7941176470588,"CP116284.1",1
622601,623700,95.9558823529412,"CP116284.1",1
633601,634700,98.8970588235294,"CP116284.1",1
638001,639100,97.4264705882353,"CP116284.1",1
656701,657800,98.5294117647059,"CP116284.1",1
672101,673200,97.0588235294118,"CP116284.1",1
687501,688600,97.7941176470588,"CP116284.1",1
693001,694100,97.6102941176471,"CP116284.1",1
706201,707300,97.7941176470588,"CP116284.1",1
709501,710600,97.2426470588235,"CP116284.1",1
712801,713900,97.0588235294118,"CP116284.1",1
717201,718300,97.9779411764706,"CP116284.1",1
719401,720500,98.7132352941177,"CP116284.1",1
727101,728200,72.2426470588235,"CP116284.1",1
731501,732600,97.2426470588235,"CP116284.1",1
738101,739200,98.7132352941177,"CP116284.1",1
746901,749100,73.4041041382447,"CP116284.1",1
750201,751300,98.3455882352941,"CP116284.1",1
756801,757900,97.2426470588235,"CP116284.1",1
764501,765600,98.1617647058823,"CP116284.1",1
775501,776600,88.6029411764706,"CP116284.1",1
783201,785400,98.5764752695075,"CP116284.1",1
804101,805200,98.7132352941177,"CP116284.1",1
815101,817300,98.3008653666105,"CP116284.1",1
819501,820600,98.5294117647059,"CP116284.1",1
839301,841500,96.0041161758018,"CP116284.1",1
844801,845900,98.3455882352941,"CP116284.1",1
852501,853600,97.4264705882353,"CP116284.1",1
855801,856900,98.1617647058823,"CP116284.1",1
869001,870100,98.5294117647059,"CP116284.1",1
873401,874500,97.2426470588235,"CP116284.1",1
876701,877800,94.4852941176471,"CP116284.1",1
878901,880000,97.2426470588235,"CP116284.1",1
881101,882200,97.6102941176471,"CP116284.1",1
889901,891000,98.1617647058823,"CP116284.1",1
897601,898700,97.6102941176471,"CP116284.1",1
899801,900900,94.3014705882353,"CP116284.1",1
906401,908600,96.6472059492283,"CP116284.1",1
910801,914100,97.1836942567266,"CP116284.1",1
915201,916300,97.9779411764706,"CP116284.1",1
919601,920700,98.8970588235294,"CP116284.1",1
928401,929500,97.0588235294118,"CP116284.1",1
933901,935000,98.7132352941177,"CP116284.1",1
936101,937200,98.5294117647059,"CP116284.1",1
940501,941600,97.4264705882353,"CP116284.1",1
944901,946000,96.3235294117647,"CP116284.1",1
952601,953700,98.8970588235294,"CP116284.1",1
954801,955900,98.5294117647059,"CP116284.1",1
959201,961400,98.6683452371399,"CP116284.1",1
963601,964700,98.7132352941177,"CP116284.1",1
970201,971300,95.2205882352941,"CP116284.1",1
974601,977900,61.9722108303764,"CP116284.1",1
983401,984500,95.4044117647059,"CP116284.1",1
991101,993300,98.4846053018752,"CP116284.1",1
994401,995500,96.875,"CP116284.1",1
997701,998800,98.8970588235294,"CP116284.1",1
1002101,1003200,97.4264705882353,"CP116284.1",1
1004301,1005400,97.9779411764706,"CP116284.1",1
1006501,1007600,96.6911764705882,"CP116284.1",1
1008701,1009800,96.5073529411765,"CP116284.1",1
1010901,1012000,97.4264705882353,"CP116284.1",1
1020801,1021900,97.7941176470588,"CP116284.1",1
1026301,1027400,97.7941176470588,"CP116284.1",1
1029601,1036200,93.5258963033615,"CP116284.1",1
1038401,1039500,96.6911764705882,"CP116284.1",1
1045001,1049400,93.7779140981239,"CP116284.1",1
1050501,1051600,96.3235294117647,"CP116284.1",1
1063701,1064800,98.7132352941177,"CP116284.1",1
1068101,1069200,91.9117647058823,"CP116284.1",1
1070301,1072500,97.9333854960811,"CP116284.1",1
1079101,1081300,97.7496455608164,"CP116284.1",1
1085701,1089000,96.5713206319206,"CP116284.1",1
1091201,1093400,96.0041161758018,"CP116284.1",1
1115401,1116500,96.3235294117647,"CP116284.1",1
1120901,1123100,96.1878561110665,"CP116284.1",1
1126401,1127500,98.5294117647059,"CP116284.1",1
1133001,1135200,98.6683452371399,"CP116284.1",1
1146201,1147300,98.5294117647059,"CP116284.1",1
1164901,1166000,98.3455882352941,"CP116284.1",1
1184701,1185800,97.4264705882353,"CP116284.1",1
1197901,1199000,98.8970588235294,"CP116284.1",1
1202301,1203400,97.4264705882353,"CP116284.1",1
1204501,1206700,74.3228038145681,"CP116284.1",1
1211101,1213300,98.8520851724046,"CP116284.1",1
1221001,1222100,98.1617647058823,"CP116284.1",1
1223201,1224300,97.7941176470588,"CP116284.1",1
1225401,1226500,97.9779411764706,"CP116284.1",1
1233101,1236400,98.1022546939358,"CP116284.1",1
1240801,1241900,92.8308823529412,"CP116284.1",1
1246301,1247400,98.1617647058823,"CP116284.1",1
1260601,1261700,96.1397058823529,"CP116284.1",1
1267201,1268300,98.8970588235294,"CP116284.1",1
1271601,1273800,96.0041161758018,"CP116284.1",1
1283701,1284800,98.8970588235294,"CP116284.1",1
1285901,1287000,98.8970588235294,"CP116284.1",1
1290301,1291400,97.7941176470588,"CP116284.1",1
1294701,1295800,98.5294117647059,"CP116284.1",1
1300201,1301300,98.5294117647059,"CP116284.1",1
1305701,1306800,98.8970588235294,"CP116284.1",1
1310101,1312300,96.5553359815959,"CP116284.1",1
1314501,1315600,97.0588235294118,"CP116284.1",1
1321101,1322200,98.7132352941177,"CP116284.1",1
1362901,1364000,94.1176470588235,"CP116284.1",1
1401401,1402500,98.5294117647059,"CP116284.1",1
1413501,1415700,92.9724072439344,"CP116284.1",1
1419001,1420100,98.8970588235294,"CP116284.1",1
1431101,1433300,97.4740356579194,"CP116284.1",1
1446501,1449800,95.2240986573472,"CP116284.1",1
1464101,1465200,97.7941176470588,"CP116284.1",1
1467401,1468500,98.1617647058823,"CP116284.1",1
1470701,1471800,97.4264705882353,"CP116284.1",1
1481701,1482800,98.7132352941177,"CP116284.1",1
1490501,1492700,97.382165690287,"CP116284.1",1
1493801,1494900,97.4264705882353,"CP116284.1",1
1498201,1501500,98.5921535937807,"CP116284.1",1
1510301,1511400,94.4852941176471,"CP116284.1",1
1513601,1514700,97.9779411764706,"CP116284.1",1
1522401,1524600,98.4846053018752,"CP116284.1",1
1534501,1535600,97.9779411764706,"CP116284.1",1
1540001,1541100,98.5294117647059,"CP116284.1",1
1542201,1543300,98.7132352941177,"CP116284.1",1
1545501,1547700,96.1878561110665,"CP116284.1",1
1552101,1553200,98.7132352941177,"CP116284.1",1
1554301,1555400,93.75,"CP116284.1",1
1559801,1560900,98.7132352941177,"CP116284.1",1
1563101,1564200,98.8970588235294,"CP116284.1",1
1565301,1567500,97.4740356579194,"CP116284.1",1
1570801,1571900,98.8970588235294,"CP116284.1",1
1586201,1587300,96.6911764705882,"CP116284.1",1
1604901,1606000,97.6102941176471,"CP116284.1",1
1610401,1611500,98.3455882352941,"CP116284.1",1
1614801,1615900,98.5294117647059,"CP116284.1",1
1633501,1634600,98.8970588235294,"CP116284.1",1
1636801,1637900,98.7132352941177,"CP116284.1",1
1644501,1645600,96.875,"CP116284.1",1
1650001,1651100,95.7720588235294,"CP116284.1",1
1672001,1674200,97.7496455608164,"CP116284.1",1
1675301,1676400,96.6911764705882,"CP116284.1",1
1678601,1679700,98.7132352941177,"CP116284.1",1
1680801,1681900,96.1397058823529,"CP116284.1",1
1702801,1703900,96.6911764705882,"CP116284.1",1
1712701,1713800,98.7132352941177,"CP116284.1",1
1717101,1718200,97.2426470588235,"CP116284.1",1
1727001,1728100,98.7132352941177,"CP116284.1",1
1734701,1738000,97.7960678815327,"CP116284.1",1
1745701,1746800,98.5294117647059,"CP116284.1",1
1757801,1758900,98.8970588235294,"CP116284.1",1
1765501,1766600,98.1617647058823,"CP116284.1",1
1767701,1769900,96.9228158521253,"CP116284.1",1
1787501,1788600,98.1617647058823,"CP116284.1",1
1789701,1790800,98.7132352941177,"CP116284.1",1
1797401,1799600,95.8203762405372,"CP116284.1",1
1808401,1809500,98.3455882352941,"CP116284.1",1
1816101,1817200,91.1764705882353,"CP116284.1",1
1823801,1824900,95.2205882352941,"CP116284.1",1
1837001,1838100,96.6911764705882,"CP116284.1",1
1845801,1846900,96.1397058823529,"CP116284.1",1
1856801,1857900,98.7132352941177,"CP116284.1",1
1870001,1871100,97.9779411764706,"CP116284.1",1
1872201,1874400,98.8520851724046,"CP116284.1",1
1875501,1876600,98.1617647058823,"CP116284.1",1
1895301,1896400,98.5294117647059,"CP116284.1",1
1903001,1904100,96.1397058823529,"CP116284.1",1
1909601,1910700,97.0588235294118,"CP116284.1",1
1911801,1912900,98.7132352941177,"CP116284.1",1
1916201,1917300,98.8970588235294,"CP116284.1",1
1928301,1930500,97.6577755931841,"CP116284.1",1
1942601,1943700,96.1397058823529,"CP116284.1",1
1953601,1955800,96.6472059492283,"CP116284.1",1
1959101,1960200,98.7132352941177,"CP116284.1",1
1962401,1965700,98.3472041438582,"CP116284.1",1
1966801,1967900,98.8970588235294,"CP116284.1",1
1983301,1984400,96.5073529411765,"CP116284.1",1
1985501,1986600,94.8529411764706,"CP116284.1",1
1987701,1988800,98.1617647058823,"CP116284.1",1
1992101,1993200,98.5294117647059,"CP116284.1",1
1997601,1998700,98.3455882352941,"CP116284.1",1
2002001,2003100,98.1617647058823,"CP116284.1",1
2022901,2024000,98.7132352941177,"CP116284.1",1
2029501,2030600,98.3455882352941,"CP116284.1",1
2032801,2035000,98.0252554637135,"CP116284.1",1
2040501,2042700,49.1504326833052,"CP116284.1",1
2043801,2046000,37.666686729262,"CP116284.1",1
2050401,2051500,98.7132352941177,"CP116284.1",1
2053701,2054800,97.7941176470588,"CP116284.1",1
2059201,2060300,98.1617647058823,"CP116284.1",1
2075701,2077900,73.22036420298,"CP116284.1",1
2085601,2087800,98.2089953989781,"CP116284.1",1
2091101,2092200,98.7132352941177,"CP116284.1",1
2096601,2097700,98.8970588235294,"CP116284.1",1
2125201,2127400,98.6683452371399,"CP116284.1",1
2146101,2147200,97.0588235294118,"CP116284.1",1
2154901,2156000,94.8529411764706,"CP116284.1",1
2162601,2164800,97.4740356579194,"CP116284.1",1
2178001,2179100,91.1764705882353,"CP116284.1",1
2191201,2194500,83.8951865984345,"CP116284.1",1
2204401,2205500,98.7132352941177,"CP116284.1",1
2207701,2208800,98.8970588235294,"CP116284.1",1
2219801,2220900,98.3455882352941,"CP116284.1",1
2226401,2227500,84.7426470588235,"CP116284.1",1
2239601,2240700,97.2426470588235,"CP116284.1",1
2242901,2244000,98.5294117647059,"CP116284.1",1
2255001,2256100,98.8970588235294,"CP116284.1",1
2261601,2263800,94.3504567584196,"CP116284.1",1
2267101,2268200,98.1617647058823,"CP116284.1",1
2272601,2273700,98.8970588235294,"CP116284.1",1
2283601,2285800,98.4846053018752,"CP116284.1",1
2289101,2290200,98.5294117647059,"CP116284.1",1
