"starts","ends","scores","seqID","numID"
4401,5500,94.4852941176471,"Ath_CHR1_up",1
6601,7700,98.1617647058823,"Ath_CHR1_up",1
18701,19800,98.8970588235294,"Ath_CHR1_up",1
20901,22000,93.0147058823529,"Ath_CHR1_up",1
26401,27500,98.8970588235294,"Ath_CHR1_up",1
29701,30800,97.6102941176471,"Ath_CHR1_up",1
33001,35200,98.2089953989781,"Ath_CHR1_up",1
37401,39600,97.1984257550223,"Ath_CHR1_up",1
42901,45100,97.10655578739,"Ath_CHR1_up",1
48401,49500,98.8970588235294,"Ath_CHR1_up",1
55001,56100,97.2426470588235,"Ath_CHR1_up",1
62701,67100,95.3852730567108,"Ath_CHR1_up",1
73701,75900,97.8415155284488,"Ath_CHR1_up",1
83601,84700,91.5441176470588,"Ath_CHR1_up",1
91301,93500,97.0146858197577,"Ath_CHR1_up",1
102301,103400,98.1617647058823,"Ath_CHR1_up",1
107801,110000,95.5447663376401,"Ath_CHR1_up",1
115501,116600,97.7941176470588,"Ath_CHR1_up",1
117701,118800,98.3455882352941,"Ath_CHR1_up",1
121001,122100,98.1617647058823,"Ath_CHR1_up",1
124301,125400,96.6911764705882,"Ath_CHR1_up",1
129801,130900,97.0588235294118,"Ath_CHR1_up",1
132001,133100,91.9117647058823,"Ath_CHR1_up",1
135301,136400,98.1617647058823,"Ath_CHR1_up",1
144101,145200,98.1617647058823,"Ath_CHR1_up",1
172701,173800,97.9779411764706,"Ath_CHR1_up",1
176001,177100,96.3235294117647,"Ath_CHR1_up",1
181501,182600,97.0588235294118,"Ath_CHR1_up",1
191401,192500,96.6911764705882,"Ath_CHR1_up",1
200201,201300,97.9779411764706,"Ath_CHR1_up",1
212301,213400,98.1617647058823,"Ath_CHR1_up",1
215601,217800,98.3008653666105,"Ath_CHR1_up",1
221101,222200,98.7132352941177,"Ath_CHR1_up",1
223301,225500,97.2902957226547,"Ath_CHR1_up",1
227701,228800,97.6102941176471,"Ath_CHR1_up",1
229901,231000,98.7132352941177,"Ath_CHR1_up",1
232101,234300,96.3715960463312,"Ath_CHR1_up",1
239801,240900,98.5294117647059,"Ath_CHR1_up",1
243101,247500,91.4357624727545,"Ath_CHR1_up",1
253001,254100,97.9779411764706,"Ath_CHR1_up",1
257401,258500,98.3455882352941,"Ath_CHR1_up",1
269501,271700,98.7602152047722,"Ath_CHR1_up",1
277201,279400,73.8634539764064,"Ath_CHR1_up",1
286001,287100,97.9779411764706,"Ath_CHR1_up",1
295901,297000,96.1397058823529,"Ath_CHR1_up",1
298101,301400,98.7758656812225,"Ath_CHR1_up",1
317901,319000,97.7941176470588,"Ath_CHR1_up",1
320101,322300,98.4846053018752,"Ath_CHR1_up",1
337701,338800,97.6102941176471,"Ath_CHR1_up",1
350901,352000,96.5073529411765,"Ath_CHR1_up",1
359701,360800,97.6102941176471,"Ath_CHR1_up",1
361901,365200,93.6319272328513,"Ath_CHR1_up",1
366301,367400,98.1617647058823,"Ath_CHR1_up",1
368501,369600,95.9558823529412,"Ath_CHR1_up",1
371801,376200,97.5437265153845,"Ath_CHR1_up",1
378401,379500,98.8970588235294,"Ath_CHR1_up",1
394901,399300,98.2785191821671,"Ath_CHR1_up",1
404801,405900,98.8970588235294,"Ath_CHR1_up",1
407001,408100,98.7132352941177,"Ath_CHR1_up",1
427901,430100,97.4740356579194,"Ath_CHR1_up",1
433401,435600,98.4846053018752,"Ath_CHR1_up",1
448801,449900,97.2426470588235,"Ath_CHR1_up",1
451001,453200,82.1317510633176,"Ath_CHR1_up",1
455401,456500,97.6102941176471,"Ath_CHR1_up",1
457601,458700,98.8970588235294,"Ath_CHR1_up",1
462001,465300,85.9160195602946,"Ath_CHR1_up",1
466401,467500,98.7132352941177,"Ath_CHR1_up",1
469701,470800,98.3455882352941,"Ath_CHR1_up",1
480701,485100,96.9926320152976,"Ath_CHR1_up",1
487301,489500,98.3008653666105,"Ath_CHR1_up",1
491701,492800,98.7132352941177,"Ath_CHR1_up",1
495001,498300,79.0574349624663,"Ath_CHR1_up",1
503801,504900,96.3235294117647,"Ath_CHR1_up",1
507101,509300,97.8415155284488,"Ath_CHR1_up",1
519201,520300,97.2426470588235,"Ath_CHR1_up",1
523601,524700,98.5294117647059,"Ath_CHR1_up",1
525801,526900,98.1617647058823,"Ath_CHR1_up",1
532401,533500,94.6691176470588,"Ath_CHR1_up",1
535701,536800,98.7132352941177,"Ath_CHR1_up",1
544501,546700,97.0146858197576,"Ath_CHR1_up",1
550001,552200,87.0008593478319,"Ath_CHR1_up",1
553301,554400,97.2426470588235,"Ath_CHR1_up",1
557701,558800,94.6691176470588,"Ath_CHR1_up",1
563201,564300,98.3455882352941,"Ath_CHR1_up",1
565401,566500,98.8970588235294,"Ath_CHR1_up",1
572001,573100,98.7132352941177,"Ath_CHR1_up",1
579701,580800,95.7720588235294,"Ath_CHR1_up",1
584101,585200,94.6691176470588,"Ath_CHR1_up",1
588501,590700,92.7886673086697,"Ath_CHR1_up",1
594001,599500,97.4658159772365,"Ath_CHR1_up",1
601701,602800,96.5073529411765,"Ath_CHR1_up",1
607201,608300,98.8970588235294,"Ath_CHR1_up",1
611601,612700,94.1176470588235,"Ath_CHR1_up",1
613801,616000,98.3008653666105,"Ath_CHR1_up",1
617101,618200,98.7132352941177,"Ath_CHR1_up",1
619301,620400,98.3455882352941,"Ath_CHR1_up",1
621501,622600,71.5073529411765,"Ath_CHR1_up",1
630301,631400,98.5294117647059,"Ath_CHR1_up",1
