"starts","ends","scores","seqID","numID"
1,1100,98.7132352941177,"Ath_CEN1",1
7701,8800,57.3529411764706,"Ath_CEN1",1
9901,12100,76.9870328759062,"Ath_CEN1",1
13201,14300,91.7279411764706,"Ath_CEN1",1
20901,24200,86.2222063726976,"Ath_CEN1",1
26401,27500,80.6985294117647,"Ath_CEN1",1
30801,36300,66.6059270134677,"Ath_CEN1",1
38501,39600,97.4264705882353,"Ath_CEN1",1
40701,44000,59.216529518749,"Ath_CEN1",1
47301,48400,98.1617647058823,"Ath_CEN1",1
53901,56100,66.054506727657,"Ath_CEN1",1
57201,58300,95.4044117647059,"Ath_CEN1",1
59401,60500,98.5294117647059,"Ath_CEN1",1
63801,64900,94.1176470588235,"Ath_CEN1",1
72601,118800,31.6989091627907,"Ath_CEN1",1
122101,168300,40.51898086666,"Ath_CEN1",1
180401,182600,96.7390759168606,"Ath_CEN1",1
184801,185900,98.8970588235294,"Ath_CEN1",1
191401,201300,54.7759577616277,"Ath_CEN1",1
203501,205700,94.717936628949,"Ath_CEN1",1
213401,218900,78.1416474118289,"Ath_CEN1",1
221101,223300,92.8805372763021,"Ath_CEN1",1
224401,225500,98.5294117647059,"Ath_CEN1",1
226601,228800,86.3577695744055,"Ath_CEN1",1
229901,232100,92.0537075676109,"Ath_CEN1",1
233201,312400,36.8924486011781,"Ath_CEN1",1
319001,352000,40.705617416214,"Ath_CEN1",1
356401,358600,95.7285062729048,"Ath_CEN1",1
366301,367400,77.2058823529412,"Ath_CEN1",1
371801,374000,83.8772804483321,"Ath_CEN1",1
375101,377300,96.0041161758018,"Ath_CEN1",1
378401,379500,95.0367647058823,"Ath_CEN1",1
382801,383900,96.5073529411765,"Ath_CEN1",1
387201,388300,95.0367647058823,"Ath_CEN1",1
389401,392700,91.48861954603,"Ath_CEN1",1
396001,520300,23.3619343158788,"Ath_CEN1",1
523601,524700,98.1617647058823,"Ath_CEN1",1
528001,532400,67.6009253439953,"Ath_CEN1",1
535701,536800,97.4264705882353,"Ath_CEN1",1
539001,562100,31.5465416761102,"Ath_CEN1",1
563201,2773100,20.6967803133297,"Ath_CEN1",1
2774201,2835800,75.1724477717839,"Ath_CEN1",1
2838001,2845700,68.4340212250636,"Ath_CEN1",1
2849001,2850100,86.7647058823529,"Ath_CEN1",1
2851201,2855600,83.9500621799072,"Ath_CEN1",1
2861101,2877600,77.3852604257656,"Ath_CEN1",1
2886401,2888600,91.2268778589198,"Ath_CEN1",1
2889701,2896300,78.5250160452118,"Ath_CEN1",1
2900701,2901800,96.5073529411765,"Ath_CEN1",1
2904001,2905100,98.7132352941177,"Ath_CEN1",1
2906201,2922700,71.2507643065712,"Ath_CEN1",1
2927101,2929300,56.3162901586282,"Ath_CEN1",1
2930401,2948000,67.2105889204935,"Ath_CEN1",1
2949101,2950200,94.8529411764706,"Ath_CEN1",1
2952401,2978800,73.5571813103437,"Ath_CEN1",1
2979901,2989800,79.3679954303168,"Ath_CEN1",1
2992001,2993100,95.9558823529412,"Ath_CEN1",1
2995301,3033800,73.9997161881974,"Ath_CEN1",1
3043701,3063500,73.7315721530796,"Ath_CEN1",1
3066801,3103100,74.5999525185429,"Ath_CEN1",1
3108601,3109700,98.5294117647059,"Ath_CEN1",1
3111901,3117400,86.2607372463442,"Ath_CEN1",1
3118501,3122900,78.2554190123424,"Ath_CEN1",1
3127301,3128400,93.9338235294118,"Ath_CEN1",1
3130601,3135000,76.9695318454729,"Ath_CEN1",1
3141601,3152600,83.0569824529503,"Ath_CEN1",1
3153701,3160300,80.0863321537131,"Ath_CEN1",1
3162501,3176800,62.9420429441796,"Ath_CEN1",1
3184501,3185600,92.0955882352941,"Ath_CEN1",1
3186701,3188900,88.5626487975818,"Ath_CEN1",1
3191101,3195500,94.742329473276,"Ath_CEN1",1
3199901,3202100,94.2585867907873,"Ath_CEN1",1
3207601,3209800,93.3398871144638,"Ath_CEN1",1
3214201,3216400,93.2480171468315,"Ath_CEN1",1
3220801,3223000,92.4211874381403,"Ath_CEN1",1
3228501,3230700,96.4634660139636,"Ath_CEN1",1
3237301,3238400,97.7941176470588,"Ath_CEN1",1
3240601,3241700,97.6102941176471,"Ath_CEN1",1
3246101,3247200,97.4264705882353,"Ath_CEN1",1
3254901,3258200,97.3061689816878,"Ath_CEN1",1
3260401,3261500,96.6911764705882,"Ath_CEN1",1
3262601,3264800,91.5024877618169,"Ath_CEN1",1
3267001,3268100,98.5294117647059,"Ath_CEN1",1
3271401,3273600,98.3008653666105,"Ath_CEN1",1
3274701,3275800,97.2426470588235,"Ath_CEN1",1
3283501,3284600,97.0588235294118,"Ath_CEN1",1
3285701,3286800,81.0661764705882,"Ath_CEN1",1
3300001,3301100,98.7132352941177,"Ath_CEN1",1
3302201,3304400,84.4285002541262,"Ath_CEN1",1
3308801,3311000,98.0252554637135,"Ath_CEN1",1
3315401,3316500,98.7132352941177,"Ath_CEN1",1
