"starts","ends","scores","seqID","numID"
1,6600,29.0283719792457,"SUPER_15",1
8801,11000,97.7148080438757,"SUPER_15",1
15401,37400,63.6394017577498,"SUPER_15",1
39601,41800,97.3491773308958,"SUPER_15",1
52801,63800,96.5279542614228,"SUPER_15",1
68201,70400,98.6288848263254,"SUPER_15",1
94601,103400,95.7625856187331,"SUPER_15",1
105601,107800,87.7513711151737,"SUPER_15",1
110001,121000,97.0579259906127,"SUPER_15",1
129801,132000,98.9031078610603,"SUPER_15",1
138601,145200,97.2892131182693,"SUPER_15",1
147401,151800,96.047630901655,"SUPER_15",1
158401,160600,98.7202925045704,"SUPER_15",1
162801,165000,98.7202925045704,"SUPER_15",1
169401,178200,95.5569884644944,"SUPER_15",1
180401,191400,90.5520661426259,"SUPER_15",1
195801,198000,98.0804387568556,"SUPER_15",1
204601,209000,94.3569732692281,"SUPER_15",1
211201,215600,95.3622291587792,"SUPER_15",1
224401,226600,97.1663619744058,"SUPER_15",1
228801,233200,97.2813540388313,"SUPER_15",1
244201,246400,96.9835466179159,"SUPER_15",1
248601,261800,97.906224683522,"SUPER_15",1
270601,275000,96.6416457454806,"SUPER_15",1
279401,283800,97.9667557817071,"SUPER_15",1
292601,297000,98.6978509741079,"SUPER_15",1
301401,303600,98.2632541133455,"SUPER_15",1
308001,310200,98.4460694698355,"SUPER_15",1
319001,321200,87.1115173674589,"SUPER_15",1
325601,327800,96.526508226691,"SUPER_15",1
330001,332200,98.7202925045704,"SUPER_15",1
341001,345400,98.3779968274325,"SUPER_15",1
349801,354200,83.6190126308414,"SUPER_15",1
358601,360800,97.8062157221207,"SUPER_15",1
369601,374000,98.4693837264826,"SUPER_15",1
376201,378400,97.1663619744058,"SUPER_15",1
380601,385000,70.2308319200018,"SUPER_15",1
387201,391600,96.5045653969055,"SUPER_15",1
393801,400400,97.6851930088571,"SUPER_15",1
402601,407000,98.2409164788574,"SUPER_15",1
409201,411400,94.3327239488117,"SUPER_15",1
418001,420200,98.9945155393053,"SUPER_15",1
422401,433400,91.1185876462427,"SUPER_15",1
435601,442200,94.7610338168239,"SUPER_15",1
451001,462000,94.2984180213824,"SUPER_15",1
464201,468600,91.2041252519997,"SUPER_15",1
470801,473000,96.709323583181,"SUPER_15",1
479601,490600,95.4497359158295,"SUPER_15",1
492801,501600,95.1229500277682,"SUPER_15",1
503801,519200,93.4344605344277,"SUPER_15",1
521401,523600,98.6288848263254,"SUPER_15",1
530201,534600,95.7734702045047,"SUPER_15",1
536801,543400,94.1213739935667,"SUPER_15",1
545601,552200,95.5225336064159,"SUPER_15",1
561001,563200,90.8592321755027,"SUPER_15",1
565401,569800,95.133761911154,"SUPER_15",1
574201,576400,98.5374771480804,"SUPER_15",1
583001,585200,98.5374771480804,"SUPER_15",1
587401,598400,96.6558784719169,"SUPER_15",1
605001,613800,83.9750154423814,"SUPER_15",1
616001,631400,95.1705297228992,"SUPER_15",1
633601,635800,83.5466179159049,"SUPER_15",1
642401,644600,98.6288848263254,"SUPER_15",1
646801,657800,96.125906742727,"SUPER_15",1
660001,668800,93.5467051786049,"SUPER_15",1
673201,677600,96.7330326445307,"SUPER_15",1
682001,684200,98.8117001828154,"SUPER_15",1
688601,690800,92.3217550274223,"SUPER_15",1
693001,695200,98.9945155393053,"SUPER_15",1
